13;61.817025;95.736892;72.071868
14;60.727609;65.942487;62.962557
15;79.830686;70.835087;76.799561
1;25.625483;28.961107;26.826307
2;26.321852;33.206588;28.896631
3;29.636759;29.807239;29.705230
4;33.098544;28.820269;31.548444
5;35.916772;28.619254;33.592377
6;35.413000;29.517334;32.811971
7;44.463440;42.401987;43.833078
8;40.732326;35.464829;38.608335
9;60.212421;63.027226;60.943188
10;54.048661;42.932629;50.713851
11;53.784052;76.891357;64.229820
12;71.277065;73.965976;72.133709
13;49.730566;75.343863;60.357360
14;54.151978;67.436829;58.580261
15;55.404868;57.672868;56.169362
1;30.440699;30.026772;30.268881
2;29.987924;22.724614;27.838577
3;27.824299;34.080158;30.183065
4;38.685055;37.792399;38.376059
5;33.487014;31.780073;32.800718
6;35.511766;33.452645;34.748471
7;68.550425;49.633768;62.587566
8;45.989278;48.273859;46.693868
9;40.542028;45.077386;42.265464
10;40.506960;46.135339;42.464657
11;52.472046;50.250431;51.716697
12;62.391831;67.211036;64.123002
13;58.925321;52.153086;56.812384
14;39.768984;78.325381;57.761970
15;59.900076;85.437516;68.508202
1;30.253275;28.568579;29.687423
2;34.650950;28.380720;32.111766
3;32.715165;31.503802;32.343255
4;41.076469;30.590857;38.051773
5;38.751152;27.599830;35.489917
6;36.540766;33.459845;35.590815
7;28.862645;36.108591;31.557418
8;38.151011;45.137192;40.905178
9;49.861435;43.941872;48.263153
10;62.585261;60.820304;62.055774
11;70.400677;57.579719;66.483162
12;54.279049;58.554389;55.731051
13;57.389392;67.644550;61.429303
14;76.371405;66.055443;72.468068
15;74.574021;103.639437;85.898209
1;28.588634;33.776323;30.106982
2;29.790825;21.510390;26.868318
3;29.536626;28.562730;29.268230
4;31.968802;24.005944;28.960611
5;35.193888;31.819788;34.121744
6;35.622070;32.288922;34.372140
7;58.077291;50.042403;55.865854
8;42.961273;48.601600;45.160045
9;58.096527;50.590468;55.825786
10;39.918588;43.468347;41.197780
11;92.420438;111.379261;95.730709
12;65.640093;67.815070;66.326928
13;57.055685;66.621295;60.566001
14;53.166049;54.413217;53.651059
15;50.113974;110.495622;77.150533
1;35.325787;35.188211;35.273695
2;29.578247;27.241921;28.771153
3;33.298254;28.028571;31.293484
4;39.531050;34.925597;37.982665
5;30.165323;27.631864;29.320837
6;45.339556;40.966730;44.106195
7;41.323636;36.965165;39.857956
8;49.602095;54.197294;51.194491
9;46.916362;54.801758;50.087662
10;58.499776;42.927067;52.984441
11;52.690136;51.889900;52.403095
12;79.763128;86.885315;81.750715
13;53.122668;57.436968;54.822241
14;70.276651;65.027799;68.473610
15;54.146691;69.998055;60.612379
1;31.409977;28.922799;30.533543
2;31.267270;32.488494;31.725229
3;29.914676;30.495731;30.129300
4;32.801158;31.024217;32.231195
5;32.712103;29.974515;31.463379
6;36.643763;36.382638;36.564634
7;32.706483;39.951843;35.604627
8;58.441869;40.793328;53.084276
9;38.070546;36.715485;37.592289
10;69.350043;84.067877;73.327836
11;44.977818;46.837352;45.648470
12;63.456351;83.276108;69.402278
13;57.998650;64.885404;60.236845
14;42.313636;53.386986;46.619939
15;74.469217;75.727246;74.965807
1;30.028406;23.923778;27.839955
2;34.657529;28.261601;32.679407
3;29.348257;31.273227;29.931046
4;38.578128;32.234972;36.575026
5;34.861053;30.408901;33.175287
6;38.037451;31.183960;35.752954
7;41.668293;34.746582;38.666843
8;49.537513;40.899806;46.623588
9;44.565709;48.796311;45.870145
10;60.127593;52.256342;57.321321
11;54.843423;57.498638;56.062654
12;93.298544;102.493469;95.441051
13;83.505244;107.675546;89.853000
14;51.084274;72.071463;58.816397
15;65.489244;86.705827;71.918511
1;30.037129;25.417698;28.642584
2;38.426478;29.136835;35.071885
3;31.166071;28.104091;29.905256
4;28.833617;36.330759;31.268586
5;35.956698;32.980837;34.714803
6;37.102436;29.985096;34.569146
7;45.112453;44.706395;44.997608
8;45.345268;40.475667;43.582136
9;42.602252;46.241330;43.861933
10;47.618294;80.469167;58.117026
11;48.040655;58.239184;51.340179
12;64.428165;62.294800;63.832807
13;62.896287;73.541638;66.474556
14;65.375502;69.721401;67.019896
15;53.830111;59.879210;56.447510
1;29.087602;32.572282;30.409378
2;25.874030;28.078995;26.641830
3;31.710603;34.072929;32.647724
4;33.257377;24.862493;30.708930
5;29.983304;32.600823;31.026375
6;30.965507;34.402463;32.265196
7;29.541164;36.975952;33.258558
8;40.166515;26.644043;35.126321
9;74.922490;88.571398;78.334717
10;57.440565;64.783757;59.600327
11;57.711097;84.206761;65.523921
12;49.603524;46.680871;48.459877
13;47.955458;52.390008;49.866280
14;59.308304;68.602940;62.358107
15;60.263957;89.370817;70.659264
1;31.156133;34.329765;31.925498
2;35.539378;29.022689;34.236040
3;34.990038;25.765151;32.342153
4;28.212082;25.014345;26.962057
5;53.228710;24.970116;43.809178
6;41.725324;34.866104;39.816672
7;33.402074;34.113421;33.683170
8;63.994956;64.676376;64.226929
9;51.496467;57.088288;53.085722
10;57.563610;50.450692;55.691790
11;65.680148;51.513493;60.136674
12;46.052892;88.998429;67.804527
13;79.412610;102.644606;85.057768
14;43.470754;60.552133;49.763894
15;62.252248;86.765584;70.159776
1;30.813933;27.550768;29.726211
2;33.362867;29.964754;32.484045
3;35.885230;30.021022;33.673292
4;44.481432;27.983716;39.722475
5;31.216989;30.862813;31.075318
6;37.979820;35.101685;37.012379
7;68.798282;72.410982;69.650717
8;55.030438;48.769934;53.099629
9;52.005938;55.588669;53.158643
10;45.499500;34.363735;40.528176
11;75.812596;50.167436;68.579346
12;72.508666;62.263685;69.510135
13;65.688851;66.201477;65.851590
14;50.003189;59.773664;53.602838
15;82.000398;109.498486;89.782876
1;31.778611;26.276377;29.806112
2;30.772151;29.512939;30.279914
3;26.834808;30.859134;28.339556
4;31.979587;29.995514;31.338270
5;39.652327;37.389817;38.968313
6;35.626973;31.723579;34.475612
7;48.093384;42.488495;46.423842
8;36.717859;43.160079;39.498186
9;51.661595;52.325226;51.845370
10;52.383548;54.082312;52.902254
11;55.446748;47.144602;52.111064
12;70.888546;66.501695;69.625133
13;53.997603;55.947541;54.653186
14;64.121425;83.327192;70.096552
15;80.192688;72.800667;78.176682
1;27.361911;30.187988;28.367342
2;49.508184;34.806741;45.985963
3;30.338307;33.499933;31.417886
4;31.825151;29.622796;31.136915
5;29.441765;34.770964;31.670339
6;45.110620;39.189728;43.433907
7;41.915423;42.295016;42.050992
8;40.748909;31.944190;37.579210
9;44.501917;55.207659;48.475182
10;69.508913;59.714559;66.479731
11;69.315900;53.087402;64.659027
12;56.044509;68.453254;59.767133
13;68.120661;68.646334;68.308746
14;64.114108;62.876279;63.561035
15;58.379395;65.748436;61.709635
1;28.284020;36.052339;30.532744
2;32.616715;28.529529;31.578168
3;29.294217;28.272608;28.928687
4;34.693881;26.737477;31.988704
5;41.914739;35.897673;39.560235
6;44.061697;32.204328;40.544681
7;36.904268;38.017287;37.278473
8;62.036377;56.537821;60.632490
9;36.174561;35.580094;35.954033
10;47.888878;42.811639;46.153070
11;46.354031;62.953624;53.244429
12;44.977445;39.770474;43.121495
13;51.393957;69.128067;57.681505
14;68.779876;106.277483;78.973401
15;76.816902;93.146208;81.867203
1;28.706005;28.831156;28.748649
2;27.882682;34.763008;30.278510
3;36.944620;34.585158;36.276106
4;28.801183;26.466681;27.974810
5;41.407956;35.317167;39.542309
6;35.091139;44.088710;38.406034
7;38.994719;35.393771;37.604254
8;52.347480;45.944657;50.084414
9;76.074597;56.405952;70.655684
10;48.888075;40.677524;45.483700
11;53.500462;54.703606;53.871525
12;60.819596;58.829312;59.945813
13;56.046813;63.058218;58.364142
14;64.847274;67.343209;65.720852
15;70.441415;71.845996;70.914869
